"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"EA","Contribution","Contribution","Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal","frontières de déchets dangereux et de leur élimination",171956,171956,171956,171956,193000,174709,190245,186698,177808,177808
"EA","Contribution","Contribution","Canada Fund for Local Initiatives","Fonds canadien d'initiatives locales",0,0,0,0,0,0,0,0,14934544,13766422
"EA","Contribution","Contribution","Commonwealth Foundation","Fondation du Commonwealth",1379000,1280900,1379000,1280900,1217228,1184412,1186506,1130988,1111233,1102084
"EA","Contribution","Contribution","Commonwealth Secretariat","Secrétariat du Commonwealth",5487000,5068515,5487000,5068515,5930000,4957962,5134670,5012428,5313919,5085649
"EA","Contribution","Contribution","Commonwealth youth program","Programme du Commonwealth pour la jeunesse",1499000,1369827,1499000,1369827,1557000,1278680,1238290,967093,1156419,1156419
"EA","Contribution","Contribution","Community Investment Support Program","Programme d'appui à l'investissement dans les communautés",3069310,3069302,3069310,3069302,0,0,0,0,0,0
"EA","Contribution","Contribution","Comprehensive Nuclear-Test-Ban Treaty Organization","Organisation du Traité d'interdiction complète des essais nucléaires",3864000,3704868,3864000,3704868,4424000,3641689,3872551,3861281,3916533,3916533
"EA","Contribution","Contribution","Contribution for Counter-terrorism capacity building program","Contributions pour le Programme d'aide au renforcement des capacités antiterroristes",4349086,4349086,4349086,4349086,13179995,13179994,9107163,8949056,5772581,5589635
"EA","Contribution","Subvention","Contributions for the Anti-crime capacity building program","Contributions au Programme visant à renforcer les  capacités de lutte contre la criminalité",0,0,0,0,19837099,19836463,26340269,26145282,12191731,10454595
"EA","Contribution","Contribution","Contributions for the Religious Freedom Fund program","Contributions pour le Programme pour la liberté de religion",0,0,0,0,0,0,0,0,3750000,0
"EA","Contribution","Contribution","Contributions in aid of academic relations","Contributions dans le domaine des relations avec les universités",8193811,8193810,8193811,8193810,9963328,9963328,15432627,15360197,7613236,7605875
"EA","Contribution","Contribution","Contributions to the organization for Economic Cooperation and Development Support Unit for the Heiligendamm-L'Aquilla Process","Contributions à l’unité de soutien de l’Organisation de coopération et de développement
économiques pour le Processus Heiligendamm-L’Aquila.",0,0,0,0,0,0,0,0,0,0
"EA","Contribution","Contribution","Contributions under the Global partnership program for the destruction, disposal and securing of weapons and materials of mass destruction and related expertise","Contributions, dans le cadre du Programme de partenariat mondial visant la destruction, l'élimination et la mise en sécurité des armes et des matières de destruction massive, ainsi que l'expertise connexe",119851574,119851574,119851574,119851574,111459907,111459907,92868496,92865815,70870544,49623800
"EA","Contribution","Contribution","Contributions under the Program for Export Market Development","Contributions en vertu du Programme de développement des marchés d'exportation",1599541,1569764,1599541,1569764,0,0,0,0,0,0
"EA","Contribution","Contribution","Contribution to OECD's Heilignedamm- L'Aquila Process","Contribution au processus Heiligendamm-L'Aquila de l'OCDE",0,0,0,0,933514,0,0,0,0,0
"EA","Contribution","Contribution","Convention on Biological Diversity","Convention sur la diversité biologique",447220,447220,447220,447220,507000,415736,491004,487120,463306,463306
"EA","Contribution","Contribution","Food and Agriculture Organization","Organisation pour l'alimentation et l'agriculture",16044000,15831971,16044000,15831971,16216000,14639249,16601948,16560365,15841940,15841940
"EA","Grant","Subvention","Foreign Service Community Association","Association de la communauté du service extérieur",25000,25000,25000,25000,25000,25000,25000,25000,25000,0
"EA","Contribution","Contribution","Global Commerce Support Program","Programme de soutien au commerce mondial",0,0,0,0,5994363,5442501,5985223,5683880,6037363,5364715
"EA","Contribution","Contribution","Global Peace and Security Fund","Fonds pour la paix mondiale et la sécurité",82494443,81955854,82494443,81955854,101252760,99723020,65894137,50715967,86092333,51051372
"EA","Contribution","Contribution","Going global science and technology program","Programme Horizon le monde en science et technologie",890227,791628,890227,791628,0,0,0,0,0,0
"EA","Grant","Subvention","Grants for Counter-terrorism capacity building program","Subventions pour le Programme d'aide au renforcement des capacités antiterroristes",4700000,4700000,4700000,4700000,4878525,4878525,7970000,7970000,7891963,4613994
"EA","Grant","Subvention","Grants for the Anti-crime capacity building program","Subventions pour le Programme visant à renforcer les capacités de lutte contre la criminalité",0,0,0,0,6999010,6999010,10213286,10213286,5139938,4789937
"EA","Grant","Subvention","Grants for the Religious Freedom Fund program","Subventions pour le Programme pour la liberté de religion",0,0,0,0,0,0,0,0,500000,0
"EA","Grant","Subvention","Grants in aid of academic relations","Subventions dans le domaine des relations avec les universités",7074816,7074815,7074816,7074815,7629785,7629778,6910000,5083956,5644554,3914515
"EA","Grant","Subvention","Grants in lieu of taxes on diplomatic, consular and international organizations' property in Canada in accordance with terms and conditions approved by the Governor in Council","Subventions en remplacement de taxes sur les propriétés diplomatiques, consulaires et celles des organisations internationales au Canada conformément aux conditions approuvées par le gouverneur en conseil",13757901,12664683,13757901,12664683,13516000,12611308,13516000,13378864,13516000,12788830
"EA","Grant","Subvention","Grants in support of the Global Peace and Security Fund and its sub-programs","Subventions à l'appuie du Fonds pour la paix mondiale et la sécurité et de ses sous-programmes",0,0,0,0,0,0,19830955,13113337,24308413,21763386
"EA","Grant","Subvention","Grants in support of the GPSF and its sub-programs","Subventions à l'appuie du FPSM et de ses sous-programmes",19655711,19648710,19655711,19648710,25989005,25987677,0,0,0,0
"EA","Grant","Subvention","Grant to the International Center for Human Rights and Democratic Development","Subvention au Centre international des droits de la personne et du développement démocratique",4873000,4873000,4873000,4873000,4873000,4873000,4873000,4873000,4873000,1166421
"EA","Contribution","Contribution","Inter-American Drug Abuse Control Commission","Commission interaméricaine de lutte contre l'abus des drogues",1000000,975724,1000000,975724,0,0,0,0,0,0
"EA","Contribution","Contribution","Inter-American Institute for Cooperation on Agriculture","Institut interaméricain de coopération pour l'agriculture",3988749,3956951,3988749,3956951,4187000,3736636,4011354,3322281,3397472,3390782
"EA","Contribution","Contribution","International Atomic Energy Agency","Agence internationale de l'énergie atomique",15340000,13405077,15340000,13405077,15665000,13215480,14037527,13739122,14080264,13384582
"EA","Contribution","Contribution","International Civil Aviation Organization","Organisation de l'aviation civile internationale",1986000,1829322,1986000,1829322,2108000,2068694,2133000,2132459,2227767,2227767
"EA","Contribution","Contribution","International commodity organizations","Organisations internationales de produits de base",39000,37014,39000,37014,34000,31393,33717,33351,35942,33473
"EA","Contribution","Contribution","International Criminal court","Cour pénale internationale",15244000,15239371,15244000,15239371,11834643,6379183,6875290,6836241,8137677,6799046
"EA","Contribution","Contribution","International Energy Agency","Agence internationale de l'énergie",1358982,1358982,1358982,1358982,1443000,1148005,1322687,1122615,1360121,1202448
"EA","Contribution","Contribution","International environmental agreements","Accords environnementaux internationaux",982098,982097,982098,982097,985286,985286,679001,678121,679000,0
"EA","Contribution","Contribution","International Fact Finding Commission","Commission internationale d'établissement des faits",14000,13134,14000,13134,12591,12591,15244,10609,17393,9359
"EA","Contribution","Contribution","International Labour Organization","Organisation internationale du travail",12008592,11662687,12008592,11662687,12543000,12142707,13726002,12456949,11764251,11764251
